taxiid,tripid,avspeed,distance,duration
20000273,417727,47.74434294,5238.282796,390
20000674,419312,47.71775244,9729.997559,720
20000572,417800,47.570826,13082.53564,975
20000686,418280,47.42968877,3748.045737,270
20000617,418946,47.38866002,14196.32585,1065
20000386,418927,47.35700398,3424.594565,330
20000286,419912,47.31942131,11837.38676,885
20000105,417510,47.30569807,12997.01654,975
20000249,417631,47.2433959,14959.22604,1125
20000104,418874,46.96926897,18000.60388,1365
20000684,417301,46.75892362,8188.380806,615
20000577,417495,46.73175251,12454.48631,945
20000249,419414,46.72171671,9105.594163,690
20000675,417251,46.70582794,3812.684658,300
20000254,417636,46.64607984,11227.26279,855
20000363,418195,46.58940715,39050.18371,3000
20000020,418953,46.58683098,22703.6499,1770
20000470,417921,46.3520956,9662.317385,735
20000067,417223,46.27782154,12925.28358,990
20000171,417424,46.23620594,2102.352957,165
20000524,419794,46.21050117,10383.72318,795
20000129,417898,46.16295822,16729.13111,1290
20000235,419067,46.08545679,18444.3203,1425
20000662,417466,46.03434691,7056.35447,540
20000409,418346,46.00640925,9208.816811,705
20000207,418945,45.98973283,7085.505835,540
20000591,418124,45.98312676,10336.50967,795
20000112,417643,45.94208396,13777.13688,1065
20000467,419191,45.92728641,8047.908776,615
20000331,419791,45.84151559,16565.39543,1290
20000261,418613,45.82863567,13194.72427,1035
20000393,418101,45.80303132,25396.52404,1980
20000066,417488,45.74836975,13730.43588,1065
20000038,418808,45.71259029,6672.421207,510
20000013,417753,45.65910329,12368.22821,960
20000450,419020,45.61555858,1294.630956,120
20000231,417591,45.6081008,8596.97702,675
20000451,418631,45.55159609,7015.137607,540
20000045,418611,45.54404038,907.7184947,75
20000507,418409,45.38266165,1284.902304,120
20000089,417460,45.3228292,13869.807,1095
20000109,419053,45.26236108,5479.393561,435
20000050,418729,45.20044877,12786.05101,1005
20000337,418047,45.1584785,11841.87523,930
20000561,418980,45.00334453,11818.08646,930
20000086,419796,44.98278404,18750.33441,1485
20000233,419173,44.91985366,16662.92899,1320
20000340,419806,44.88606502,5055.263249,390
20000542,418807,44.82632641,14753.13198,1170
20000105,418015,44.73240962,3185.192552,255
20000675,417322,44.66796663,23946.97749,1920
20000608,418700,44.54761772,5514.328403,435
20000577,419798,44.53744265,10200.51288,810
20000305,417545,44.38392923,8408.828517,675
20000269,419795,44.28478963,9142.13874,735
20000408,418818,44.27448251,10011.95671,810
20000245,418530,44.18997903,17656.99122,1425
20000334,418214,44.12743863,18125.7695,1470
20000018,418166,44.11286158,8401.021315,675
20000020,419493,43.94945054,6594.974354,525
20000107,419217,43.90553984,11514.19979,930
20000503,417922,43.74263044,10077.25716,825
20000577,417740,43.6145827,9632.265835,780
20000363,419855,43.52436613,9244.947081,750
20000601,417915,43.39687233,4325.610384,360
20000514,418560,43.36343721,1063.323799,75
20000605,418902,43.17697584,9161.015778,750
20000258,418201,43.11937857,16893.14848,1395
20000424,419215,43.11902776,8207.440344,675
20000289,419014,43.10438206,7024.347887,585
20000496,419529,43.07265221,16325.85319,1350
20000534,418035,43.06892957,20589.74567,1710
20000458,418172,43.05140516,7570.193233,645
20000625,417272,43.0463464,12745.34012,1050
20000486,419457,42.82457635,9284.107338,795
20000099,419197,42.74303568,6593.521446,540
20000245,419944,42.73760729,7832.261463,645
20000577,419552,42.70346915,12277.71237,1020
20000173,417449,42.69770929,13503.1326,1125
20000678,417260,42.630895,6402.394591,525
20000480,418819,42.63076339,18312.84363,1545
20000010,419568,42.59749676,10806.54813,900
20000276,417795,42.59115581,12900.59274,1080
20000031,419579,42.57644581,13321.68004,1110
20000668,418899,42.56383341,10475.02285,870
20000360,418804,42.46181627,5330.245667,450
20000101,418846,42.444095,5092.064537,420
20000672,417478,42.37667442,1399.943693,105
20000046,419918,42.32495398,5172.084268,435
20000601,417440,42.18002368,4783.517751,405
20000529,417517,42.12408073,11222.05661,945
20000476,417325,42.1015282,3418.205371,285
20000480,417891,41.91314013,9713.161906,825
20000463,417483,41.91139627,2316.494807,210
20000446,417313,41.85992981,5550.823359,465
20000167,417434,41.85409494,7231.263687,615
20000021,418803,41.69741006,10059.90575,855
20000508,418099,41.66273151,7813.360979,660
20000151,419569,41.5487109,8665.332632,735
20000546,418829,41.46769369,1514.466074,120
20000067,417427,41.44990041,7256.758807,615
20000226,418694,41.44128222,9158.691496,780
20000386,419418,41.38836929,11912.8025,1020
20000424,418497,41.37491622,3728.211362,345
20000529,418481,41.33780972,9825.840638,840
20000903,418848,41.22184388,18214.17157,1575
20000376,417410,41.19654114,9641.257012,840
20000361,419807,41.13344241,11221.52771,975
20000380,419147,41.08527613,11812.30957,1020
20000361,419710,41.07496234,4954.907331,420
20000684,417388,40.99814363,11797.91809,1020
20000572,419649,40.99156072,7182.292481,615
20000483,417348,40.91607734,4268.806254,360
20000546,418935,40.89415874,1987.415754,165
20000612,417674,40.87858683,10556.53656,915
20000297,419671,40.80303035,12858.48598,1125
20000430,418838,40.77230566,7129.690345,615
20000424,417731,40.76337236,2655.721581,240
20000649,419394,40.76097227,3013.332749,255
20000341,418408,40.7135792,18149.05451,1590
20000409,419178,40.70218747,7469.688676,645
20000231,417210,40.64561239,1769.184915,150
20000050,418386,40.63688395,13369.40227,1185
20000517,418527,40.58168503,16574.69031,1455
20000591,417904,40.57368331,7275.132998,630
20000540,418781,40.53261346,21967.18725,1935
20000346,419836,40.30769195,14937.81908,1320
20000450,418860,40.21365188,13395.86526,1185
20000372,417592,40.20783444,8371.126922,735
20000329,417917,40.16205285,503.7550881,45
20000561,419518,40.04829729,17687.45519,1575
20000326,419574,40.03349763,9506.169559,840
20000171,419837,39.97372919,17659.02009,1575
20000330,417968,39.86981685,8311.432041,735
20000356,418810,39.86301267,14783.511,1320
20000520,419068,39.83962916,9458.735002,840
20000126,418496,39.63936394,1285.022449,105
20000648,418913,39.59977939,13383.79808,1200
20000197,417726,39.56768958,7262.350231,645
20000011,417407,39.49034702,6921.319606,615
20000268,418534,39.43276196,18438.23822,1680
20000036,417841,39.28806806,10978.2843,990
20000901,417942,39.1305348,11092.61654,1005
20000697,419881,39.04251233,5506.168225,495
20000503,417673,38.90079714,8882.395885,810
20000257,418978,38.89904701,9238.90321,840
20000521,419804,38.7282356,4596.520027,420
20000672,417567,38.70025785,7887.511662,720
20000054,419074,38.66519411,1536.778954,135
20000601,417369,38.62383112,4897.677066,450
20000603,419602,38.57579636,20969.87528,1965
20000367,417183,38.53443853,6745.58562,630
20000039,417893,38.48913844,9793.278102,900
20000588,419202,38.36780601,6998.538233,645
20000605,418438,38.33904742,9095.514896,840
20000361,418726,38.33841726,17368.14846,1620
20000092,419898,38.27108963,8536.747105,795
20000136,418723,38.24255402,2672.536551,240
20000634,419163,38.19046928,16550.90405,1545
20000246,418947,38.1238473,7433.793186,690
20000389,417671,38.10226308,10803.2577,1005
20000173,419659,38.0817717,5085.496696,465
20000349,418352,37.97481452,9404.564966,885
20000525,418139,37.91866284,6855.87629,645
20000424,417229,37.90297053,5922.691725,555
20000303,418665,37.8696776,7060.577996,660
20000571,419274,37.86656537,14833.27511,1395
20000258,419782,37.65308408,8324.244516,780
20000463,417583,37.55246236,3762.454538,360
20000213,418419,37.51234825,14390.39868,1365
20000089,417718,37.49505128,6655.923254,645
20000195,419019,37.45605232,3277.875833,300
20000263,419965,37.45137263,12608.68703,1200
20000370,417445,37.43160466,12505.18532,1200
20000247,418981,37.36489437,41743.24235,4005
20000319,418986,37.31100907,7754.397576,735
20000089,417311,37.30401442,5817.179443,555
20000036,419730,37.23441392,5424.369676,600
20000105,417142,37.20815506,6201.451072,585
20000483,417391,37.17438436,4800.958733,450
20000216,418795,37.06932051,16130.67229,1560
20000153,419562,37.04476486,9263.056436,885
20000524,419099,37.04122589,2986.419193,285
20000436,419287,36.97065199,6166.767096,585
20000011,417451,36.93199382,10477.21135,1005
20000254,417443,36.930887,2003.840967,195
20000626,419715,36.9116585,6005.396084,570
20000254,417475,36.88723697,1950.269867,180
20000672,419768,36.85031625,9515.64467,915
20000131,417979,36.82624004,8132.27932,780
20000230,419915,36.79195907,6946.259571,675
20000623,418989,36.74746942,12263.52627,1185
20000085,419145,36.74445165,0,0
20000607,418959,36.7184435,6564.950168,630
20000671,417237,36.70570644,7030.645403,675
20000665,417967,36.70387694,16816.2294,1635
20000409,417481,36.67978818,10078.3316,975
20000280,417825,36.63615667,1486.088478,150
20000502,418725,36.53684023,5469.919581,525
20000601,418428,36.52770861,7670.164447,750
20000188,418828,36.50971697,9125.168435,885
20000611,418211,36.4520042,9339.190889,915
20000285,418556,36.3191369,9689.22267,945
20000092,419660,36.28554888,17394.62415,1710
20000046,418879,36.24650107,4701.107987,465
20000361,419863,36.22213272,4909.731235,480
20000260,419577,36.21437212,5944.493687,585
20000554,418616,36.14932367,3015.183679,285
20000514,417613,36.10069196,2246.417726,210
20000263,419237,36.04727376,21200.49886,2100
20000601,417454,36.03420433,3913.756023,390
20000157,419353,35.95084487,10181.8112,1005
20000113,418039,35.91701179,14219.63297,1410
20000453,419879,35.89019334,7172.342089,720
20000616,417712,35.88940773,7477.644143,735
20000307,417569,35.81128691,7936.042544,795
20000594,419575,35.79725809,4372.715255,435
20000525,417699,35.78814911,4758.75318,465
20000031,417345,35.76682555,6867.463916,675
20000289,419320,35.70552444,14027.27876,1410
20000483,417318,35.7054893,5412.524047,540
20000539,419106,35.6907388,5209.929305,510
20000513,417959,35.66664233,1430.037638,150
20000454,418215,35.66282942,2901.328376,360
20000380,418761,35.66137348,3417.099735,330
20000294,418859,35.57386261,3389.351351,345
20000678,417444,35.52810485,4292.923663,420
20000012,418889,35.50271905,4372.492313,435
20000483,417456,35.46251023,6334.201992,630
20000387,419034,35.4318962,11220.2457,1125
20000187,419902,35.38765879,7738.74872,780
20000251,419598,35.3660545,6593.41405,660
20000903,419468,35.34823655,15081.34368,1560
20000476,419619,35.31203302,4707.275683,480
20000601,417296,35.31042272,6816.362782,690
20000324,418809,35.30744525,9685.674374,975
20000406,419810,35.27627158,2479.121289,255
20000077,418993,35.21139381,3541.116344,360
20000473,418820,35.14957823,6276.144851,630
20000269,417547,35.1479853,6152.976076,615
20000431,417206,35.12786605,7693.538554,780
20000397,419724,35.11930865,14227.96998,1455
20000381,419164,35.03400072,6117.43191,615
20000011,419346,35.01793867,4515.75039,450
20000571,417863,35.00320264,19845.12176,2025
20000520,418224,34.99773237,3294.980188,345
20000503,418420,34.97114027,3785.115831,375
20000032,419441,34.95933928,7873.260216,795
20000649,417715,34.94311008,4179.695262,420
20000633,417720,34.91832939,25204.11872,2580
20000664,418656,34.90749372,10303.93149,1050
20000483,419128,34.89796787,6825.310801,690
20000239,419851,34.82239503,8423.638544,855
20000497,418070,34.74857255,7079.659533,720
20000286,419591,34.73878685,6940.057742,705
20000011,417340,34.70081749,1361.066172,180
20000488,417681,34.69532156,7085.993253,720
20000325,418433,34.66695285,1290.764317,120
20000524,418857,34.66527736,15302.29546,1575
20000517,418888,34.62896277,5486.096453,555
20000230,418737,34.58099228,7411.36491,765
20000187,418985,34.53835043,6198.089214,630
20000400,419151,34.53381345,5173.198374,525
20000598,417485,34.4946902,4128.290424,420
20000483,417744,34.49127771,3377.738243,345
20000045,418825,34.4849465,4793.403299,495
20000239,417709,34.4668283,3017.101669,300
20000678,419364,34.4369138,9043.874671,930
20000406,417580,34.42535374,2800.8939,300
20000359,418542,34.3462066,9151.040336,945
20000408,417811,34.30767907,10282.40761,1065
20000308,419870,34.29857905,3997.492204,405
20000058,419430,34.28023175,5541.415387,570
20000128,419042,34.27845947,3715.512648,375
20000653,418071,34.27534729,11579.0957,1200
20000388,419375,34.25117606,9133.908002,945
20000653,418918,34.19592322,4697.653601,480
20000598,419345,34.18375728,6846.04614,705
20000044,419144,34.17466729,1985.89571,210
20000005,419041,34.11890988,31280.32204,3285
20000153,417537,34.09488316,4975.380528,510
20000015,418361,34.08070581,8954.336008,930
20000540,418944,34.01994758,7486.895291,795
20000542,417938,34.00431951,20666.44085,2190
20000021,418426,33.95299851,11468.14539,1200
20000431,417255,33.94485952,2354.628092,240
20000042,419538,33.93387278,24746.64838,2610
20000468,418712,33.91318907,3300.217845,345
20000177,418876,33.90033828,8052.221274,840
20000515,418976,33.87590818,3737.314244,390
20000163,419327,33.86099265,10589.38291,1110
20000226,418509,33.80150384,8313.00123,870
20000381,418018,33.78145557,2816.368526,285
20000114,419365,33.76793866,7741.744533,810
20000662,419909,33.76529836,7136.228594,750
20000612,417417,33.75728626,2942.187208,300
20000267,419992,33.7144862,6400.61412,675
20000542,417523,33.70262205,6741.902298,705
20000664,417802,33.66797443,7179.273734,765
20000577,418565,33.66743467,11875.47987,1260
20000686,418967,33.62556441,2383.139341,240
20000179,419290,33.61480174,12585.93248,1335
20000468,418020,33.61450256,6170.645041,645
20000616,417224,33.53040569,6992.418321,735
20000452,418936,33.50274304,8493.08992,915
20000397,417846,33.49994443,5657.106938,615
20000626,419861,33.44043109,5162.382246,540
20000280,419137,33.40448618,7108.401332,750
20000085,418970,33.39851544,14604.64436,1560
20000676,418064,33.33469895,2368.45605,255
20000903,419278,33.32252356,15128.21563,1620
20000140,418929,33.3184759,6669.659461,705
20000031,418306,33.31287007,13187.39888,1410
20000160,419930,33.30139956,4858.927146,510
20000409,418655,33.25830895,9501.938119,1020
20000432,419223,33.24821028,973.8135861,105
20000625,418824,33.24056637,3175.079346,330
20000285,417297,33.2121855,5666.886604,600
20000065,418132,33.11081978,6766.379313,720
20000684,417326,33.08210298,4821.334613,510
20000695,418724,33.07185946,13395.10023,1455
20000156,419241,33.06675211,8357.29033,900
20000273,417470,33.04798271,6391.020704,690
20000294,418170,33.04647801,14109.57026,1530
20000518,419911,33.04580289,8817.977198,945
20000454,419250,33.0427261,2610.768532,285
20000268,419463,32.97226047,7771.397841,840
20000626,417330,32.8740955,4389.187437,465
20000486,417363,32.83268256,8070.70221,870
20000657,419814,32.82769363,2054.31085,210
20000488,417145,32.824985,5893.478819,630
20000279,419779,32.81060494,14262.84452,1560
20000235,417822,32.79457792,17069.69422,1860
20000625,417169,32.77700341,7789.966244,840
20000672,417462,32.77429444,11196.69387,1215
20000360,417400,32.72156472,3898.943897,420
20000472,419592,32.71432942,12936.84022,1425
20000625,417949,32.67887948,1198.937114,135
20000230,418467,32.67191012,6020.495197,660
20000616,417377,32.65066696,6809.214404,735
20000440,419139,32.6451379,4080.825408,435
20000046,418034,32.63643936,13803.50623,1515
20000180,418256,32.63245671,2966.561072,315
20000338,418746,32.6096503,5516.072289,600
20000395,418619,32.56764543,10973.4984,1200
20000431,418964,32.56284621,6517.332443,705
20000173,417797,32.54774385,5157.833318,555
20000432,418745,32.52947507,13007.99902,1425
20000251,419731,32.52656371,9610.848521,1050
20000136,418478,32.47972442,3887.383081,465
20000285,419685,32.45795337,3958.097842,435
20000688,417914,32.40550517,5673.074406,615
20000662,417415,32.36842117,5685.984063,645
20000376,419690,32.3412294,8224.155977,900
20000022,417155,32.33655828,5666.998333,615
20000080,419204,32.25398737,3636.007092,390
20000451,419849,32.24876028,12285.09494,1365
20000328,417669,32.22260057,2318.966438,255
20000051,419522,32.17043013,19182.52502,2130
20000261,419736,32.1658379,6759.093633,750
20000393,419521,32.10408381,5449.94697,600
20000084,419261,32.0826789,5342.930304,585
20000105,417442,32.06697113,3913.385288,435
20000574,418551,32.05333544,9222.035294,1020
20000243,419294,31.97688999,4477.022072,495
20000353,419663,31.97453922,6398.538382,705
20000303,418110,31.96746258,14580.85514,1635
20000347,418932,31.91765745,5189.861887,570
20000086,418969,31.88374042,5848.318889,645
20000674,419844,31.86255945,12232.36004,1365
20000678,417327,31.85633539,3303.883398,360
20000508,419448,31.82901399,5141.697224,570
20000167,419180,31.81141153,6047.801535,690
20000525,417306,31.80348533,15790.13825,1770
20000576,418486,31.80100189,5636.650117,630
20000137,417990,31.79502772,8959.303086,1005
20000496,418637,31.72642454,2022.197054,225
20000460,418934,31.66409824,4881.983901,540
20000513,418332,31.65359533,5829.857242,660
20000460,417640,31.6386493,6067.105717,675
20000589,418839,31.63124976,8038.452562,900
20000184,419201,31.62022818,3122.919039,360
20000128,418798,31.60477114,3555.134922,390
20000010,418485,31.59950222,3376.161941,375
20000105,418535,31.54177836,6442.583625,720
20000151,417764,31.46018732,5509.738221,615
20000118,419123,31.44949709,5698.786993,645
20000616,417436,31.4183051,6026.708219,675
20000616,417292,31.36373206,3424.080102,390
20000398,418750,31.31950582,12802.92067,1455
20000492,417384,31.27808955,4559.429196,510
20000601,417403,31.26491652,3188.932818,360
20000452,419355,31.25020315,4388.263968,495
20000665,419060,31.23881043,2986.343206,330
20000517,419247,31.20667678,10934.13862,1245
20000383,419803,31.16947118,7397.08618,840
20000187,418272,31.15966281,5922.149095,675
20000196,419766,31.14758033,8180.834809,945
20000662,417637,31.11676821,4018.797382,450
20000187,419442,31.11640794,6489.946743,735
20000057,418972,31.10114959,7262.516167,825
20000051,417809,31.08230911,6460.551892,735
20000017,419968,30.96920186,4834.624146,555
20000075,418851,30.95416878,9789.537268,1125
20000273,418603,30.93930174,1124.770241,150
20000084,418952,30.93728227,1489.644634,165
20000337,417368,30.91707062,3597.189959,405
20000086,418702,30.89900685,1803.362119,195
20000421,417600,30.85008725,14118.90797,1635
20000503,419848,30.83548285,14143.23137,1635
20000529,417719,30.79497968,3072.454836,345
20000138,418593,30.78486016,8734.921024,1005
20000157,419949,30.77982238,5125.964837,585
20000041,419419,30.7766442,11272.56066,1305
20000682,419995,30.71299881,5187.207658,600
20000346,417676,30.7078605,5500.261814,630
20000140,419234,30.67726647,10620.73158,1230
20000514,419921,30.64828606,8045.184592,930
20000624,417358,30.61247321,10392.80428,1215
20000483,417298,30.57642581,4963.592351,570
20000286,419701,30.57125881,4665.232682,540
20000477,418956,30.5492188,14510.89484,1695
20000235,418140,30.54087288,4698.058968,540
20000547,418940,30.53691471,3092.176448,360
20000436,418987,30.52900056,11957.40157,1395
20000419,417944,30.47433892,7621.777781,885
20000557,417490,30.46958682,4702.906229,540
20000360,417565,30.42243104,18881.83182,2220
20000197,417493,30.38511093,4683.317761,540
20000226,418997,30.37773625,2775.870076,315
20000058,418610,30.3642055,6079.409282,705
20000515,417799,30.358412,4392.006185,510
20000676,418968,30.35636123,10577.22155,1245
20000216,418276,30.29793521,7184.141898,840
20000116,419248,30.26218729,4909.40753,570
20000235,417534,30.24918071,2508.601074,285
20000327,419593,30.24388448,12235.8688,1440
20000037,417414,30.23360387,125.8445981,15
20000682,419819,30.22571288,12814.49994,1515
20000258,418583,30.21574958,10701.57998,1260
20000089,419845,30.19698918,11176.8865,1320
20000309,419258,30.19637766,5419.635113,630
20000359,419308,30.19062281,3647.31879,420
20000377,417868,30.15461916,3896.33098,450
20000294,419077,30.1277177,10025.84625,1185
20000503,419190,30.12518568,3608.025943,435
20000030,419643,30.10214224,11491.48174,1365
20000305,417344,30.06647824,3875.589069,465
20000473,418057,30.06399512,5265.566239,615
20000055,419725,30.04552291,2631.782145,300
20000443,419570,30.02537447,6283.212148,750
20000173,417611,30.02505088,3627.43329,420
20000514,417541,29.98147243,2697.060997,330
20000075,419309,29.97840424,12603.28999,1500
20000331,418597,29.94512963,1860.034323,210
20000387,419450,29.92288244,4243.797101,495
20000506,417998,29.92052732,9719.205613,1155
20000494,418579,29.91983435,837.8457973,105
20000572,419352,29.9143889,5907.970656,705
20000494,419001,29.90405555,10582.14441,1260
20000136,419118,29.80646345,2171.450249,255
20000198,418102,29.79801674,1243.838442,135
20000054,419823,29.79474179,3103.435091,360
20000032,418682,29.79436946,3447.716638,405
20000089,418000,29.79203773,5461.459436,660
20000140,417380,29.78808609,7074.325135,840
20000521,419396,29.76634023,4668.9952,585
20000672,417665,29.71449374,8667.256839,1035
20000058,419765,29.69388647,10516.02638,1260
20000488,417281,29.68027868,5313.822521,630
20000626,417173,29.6790532,2970.688771,345
20000247,417641,29.66293505,1607.73896,195
20000171,417467,29.65756786,5672.012554,690
20000678,418460,29.64574998,9149.472922,1095
20000012,419830,29.63777569,4785.60815,570
20000077,419484,29.62814565,7043.58622,840
20000688,417411,29.62430312,6619.787379,810
20000229,419950,29.60295672,5050.703833,600
20000032,418156,29.59107859,4531.51291,540
20000307,419943,29.53863322,7884.842382,945
20000361,417710,29.53469624,1541.963105,180
20000308,417409,29.52358597,2938.722459,345
20000263,417508,29.52304343,3276.509666,390
20000161,419405,29.48565921,13146.13317,1590
20000285,417566,29.46605363,3155.176087,375
20000381,418805,29.45071212,5392.445016,645
20000196,417620,29.43369608,1660.012385,195
20000598,417614,29.4103746,3068.951415,360
